-2.84885E-11	-2.84885E-11	-2.84885E-11	-0.022494078	-0.040165678	-0.044072622	-0.096079324	-0.154685385	-0.167233379	-0.178285917	-0.181202207	-0.172004551	-0.16942765	-0.178141844	-0.186816877	-0.191899759	-0.201096185	-0.202387237	-0.201837219	-0.14804467	-0.051210842	-0.031795583	0.103655356	0.12699284	0.290604311	0.322410226	0.41029159	0.385635234	0.426934145	0.452062436	0.452062436	0.467207946	0.482714721	0.482714721	0.482279705	0.480926069	0.480903038	0.459026486	-0.363410959	3.757549841	0.766814791	0.024566249	-0.037866439	-0.033607135	-0.011278156	-0.000303108
-5.6977E-11	-5.6977E-11	-5.6977E-11	-0.040841642	-0.066546808	-0.084004338	-0.19102078	-0.308512645	-0.334466649	-0.356571833	-0.362404414	-0.379775269	-0.382121405	-0.373388861	-0.325118804	-0.296835642	-0.189090416	-0.173964563	-0.031664663	-0.29608934	-0.102421684	-0.063591166	0.207310711	0.253985679	0.581208622	0.644820452	0.82058318	0.771270468	0.853868289	0.904124872	0.904124872	0.934415892	0.965429443	0.965429443	0.96455941	0.973191648	0.961831851	0.901010709	-0.228310779	4.455516823	0.250703987	0.060416699	-0.0773008	-0.06680788	-0.02309488	-0.000613992
-5.6977E-11	-5.6977E-11	-5.6977E-11	-0.034818581	-0.050613299	-0.079939267	-0.176688466	-0.304429012	-0.334462861	-0.356571572	-0.362404414	-0.379775269	-0.382121405	-0.373388861	-0.325118804	-0.296835642	-0.189090416	-0.173964563	-0.031664663	-0.29608934	-0.102421684	-0.063591166	0.207310711	0.253985679	0.581208622	0.644820452	0.82058318	0.771270468	0.853868289	0.904124872	0.904124872	0.934415892	0.965429443	0.965429443	0.96455941	0.731251029	0.89832089	1.989442115	1.54245626	2.767412312	0.309430481	0.070593571	-0.077807553	-0.066213618	-0.023024215	-0.000629189
-5.6977E-11	-5.6977E-11	-5.6977E-11	-0.032026778	-0.047154566	-0.0798919	-0.159623814	-0.296736575	-0.334451651	-0.356571572	-0.362404414	-0.379775269	-0.382121405	-0.373388861	-0.325118804	-0.296835642	-0.189090416	-0.173964563	-0.031664663	0.297014512	0.656615438	0.71518618	1.12380745	1.17768261	1.555382452	1.607385021	1.517767292	0.771270468	0.853868289	0.904124872	0.904124872	0.934415892	0.965429443	0.965429443	0.96455941	0.961851877	2.107792975	12.27259651	27.52923023	20.82945257	2.073632664	0.071068048	-0.077800495	-0.065905652	-0.022623976	-0.000636247
-5.6977E-11	-5.6977E-11	-5.6977E-11	-0.033995124	-0.046429384	-0.080501982	-0.156725102	-0.290532171	-0.334426117	-0.356571833	-0.362404414	-0.379775269	-0.382121405	-0.373388861	-0.325118804	-0.296835642	-0.189090416	-0.173964563	-0.031664663	0.361428675	0.745902377	0.808474817	1.24501376	1.298323468	1.672061926	1.722633713	1.695676107	1.151923649	1.156191529	1.158788392	1.158788392	1.086483462	1.012456403	1.012456403	0.979228936	0.875814587	7.842011456	23.19282791	71.3087066	27.79443837	6.506644803	0.060837724	-0.077688138	-0.067943996	-0.022162254	-0.000644734
-5.6977E-11	-5.6977E-11	-5.6977E-11	-0.014451091	-0.045453123	-0.081403633	-0.155950435	-0.283582728	-0.334359963	-0.356571833	-0.362404414	-0.399182346	-0.413725659	-0.39867384	-0.335059333	-0.297785194	-0.159936526	-0.140584424	0.038298233	0.511728251	0.954238133	1.026147839	1.527828047	1.579819297	1.944314963	1.99154698	1.984760516	1.532576831	1.458514595	1.413452174	1.413452174	1.238551032	1.059482841	1.059482841	0.993897678	0.789721571	3.767014119	17.17900997	60.23039905	18.22987506	4.003135698	0.05517548	-0.07604548	-0.069444726	-0.022326867	-0.000672769
-5.6977E-11	-5.6977E-11	-5.6977E-11	-0.020212552	-0.06090563	-0.115452214	-0.21263668	-0.374044259	-0.464177416	-0.49837923	-0.507203419	-0.516963816	-0.487469034	-0.457672545	-0.358253691	-0.300000634	-0.091910555	-0.062697482	0.201545003	0.623570302	1.117505633	1.196034885	1.743895879	1.791421855	2.124609402	2.168357457	2.109756675	1.532576831	1.458514595	1.413452174	1.413452174	1.238551032	1.059482841	1.059482841	0.993897678	0.789692837	0.789724096	1.084418553	22.27079701	11.0533199	2.742601202	-0.023605435	-0.093592696	-0.087316119	-0.027439071	-0.000722604
-5.6977E-11	-5.6977E-11	-5.6977E-11	-0.014202273	-0.0769625	-0.153607803	-0.289390405	-0.483436208	-0.594726173	-0.640185559	-0.65200214	-0.589461482	-0.487469034	-0.457672545	-0.358253691	-0.300000634	-0.091910555	-0.062697482	0.201545003	0.635996959	1.135646583	1.214911514	1.767903629	1.814932418	2.144642098	2.188003201	2.123645157	1.532576831	1.458514595	1.413452174	1.413452174	1.238551032	1.059482841	1.059482841	0.993897678	0.789772247	0.789786527	1.202106755	-12.47981519	-3.679548044	-0.805142884	-0.097313464	-0.116396618	-0.103396727	-0.031061289	-0.000754754
-5.6977E-11	-5.6977E-11	-5.6977E-11	-5.6977E-11	-0.066329501	-0.159504959	-0.311159031	-0.502719554	-0.595435861	-0.640194136	-0.65200214	-0.589461482	-0.487469034	-0.457672545	-0.358253691	-0.300000634	-0.091910555	-0.062697482	0.201545003	0.624302716	1.120853414	1.198454207	1.739836016	1.786295871	2.112010819	2.15401045	2.09500443	1.532576831	1.458514595	1.413452174	1.413452174	1.238551032	1.059482841	1.059482841	0.993897678	0.789790358	1.516630805	0.24407428	-17.32852395	-9.040532623	-2.149149342	-0.095779108	-0.120263277	-0.09977667	-0.02965514	-0.000769609
-5.6977E-11	-5.6977E-11	-5.6977E-11	-5.6977E-11	-0.061459751	-0.156868282	-0.331413654	-0.521689307	-0.595698429	-0.640194136	-0.65200214	-0.589461482	-0.487469034	-0.457672545	-0.358253691	-0.300000634	-0.091910555	-0.062697482	0.201545003	0.519052957	0.987719853	1.050342708	1.487232903	1.528564858	1.81832774	1.848077079	1.804136419	1.399269037	1.331731612	1.290638759	1.290638759	1.133580516	0.972780401	0.972780401	0.914978949	0.123051187	6.397320757	8.770898383	-15.73185974	-13.59131299	-1.558783695	-0.094235152	-0.116375003	-0.095559477	-0.029726393	-0.000779638
